"Category","Path","Disposition","Evidence"
"step-markdown","Templates/Processes/processes/release-readiness-and-deployment/steps/execute-cutover.md","Prose-only risk removed or explicit exception","Hard gates are represented in definition JSON where strict validation requires them; remaining prose is explanatory."
"step-markdown","Templates/Processes/processes/release-readiness-and-deployment/steps/readiness-synthesis.md","Prose-only risk removed or explicit exception","Hard gates are represented in definition JSON where strict validation requires them; remaining prose is explanatory."
"step-markdown","Templates/Processes/processes/release-readiness-and-deployment/steps/scope-freeze.md","Prose-only risk removed or explicit exception","Hard gates are represented in definition JSON where strict validation requires them; remaining prose is explanatory."
"step-markdown","Templates/Processes/processes/release-readiness-and-deployment/steps/security-and-go-no-go.md","Prose-only risk removed or explicit exception","Hard gates are represented in definition JSON where strict validation requires them; remaining prose is explanatory."
"step-markdown","Templates/Processes/processes/release-readiness-and-deployment/steps/stabilize-and-close.md","Prose-only risk removed or explicit exception","Hard gates are represented in definition JSON where strict validation requires them; remaining prose is explanatory."
"step-markdown","Templates/Processes/processes/software-delivery/steps/architecture-review.md","Prose-only risk removed or explicit exception","Hard gates are represented in definition JSON where strict validation requires them; remaining prose is explanatory."
"step-markdown","Templates/Processes/processes/software-delivery/steps/capture-ui-screenshots-after-repair.md","Prose-only risk removed or explicit exception","Hard gates are represented in definition JSON where strict validation requires them; remaining prose is explanatory."
"step-markdown","Templates/Processes/processes/software-delivery/steps/capture-ui-screenshots.md","Prose-only risk removed or explicit exception","Hard gates are represented in definition JSON where strict validation requires them; remaining prose is explanatory."
"step-markdown","Templates/Processes/processes/software-delivery/steps/execute-release-rollout-after-repair.md","Prose-only risk removed or explicit exception","Hard gates are represented in definition JSON where strict validation requires them; remaining prose is explanatory."
"step-markdown","Templates/Processes/processes/software-delivery/steps/execute-release-rollout.md","Prose-only risk removed or explicit exception","Hard gates are represented in definition JSON where strict validation requires them; remaining prose is explanatory."
"step-markdown","Templates/Processes/processes/software-delivery/steps/feature-intake.md","Prose-only risk removed or explicit exception","Hard gates are represented in definition JSON where strict validation requires them; remaining prose is explanatory."
"step-markdown","Templates/Processes/processes/software-delivery/steps/implementation.md","Prose-only risk removed or explicit exception","Hard gates are represented in definition JSON where strict validation requires them; remaining prose is explanatory."
"step-markdown","Templates/Processes/processes/software-delivery/steps/peer-review.md","Prose-only risk removed or explicit exception","Hard gates are represented in definition JSON where strict validation requires them; remaining prose is explanatory."
"step-markdown","Templates/Processes/processes/software-delivery/steps/post-release-learning-after-repair.md","Prose-only risk removed or explicit exception","Hard gates are represented in definition JSON where strict validation requires them; remaining prose is explanatory."
"step-markdown","Templates/Processes/processes/software-delivery/steps/post-release-learning.md","Prose-only risk removed or explicit exception","Hard gates are represented in definition JSON where strict validation requires them; remaining prose is explanatory."
"step-markdown","Templates/Processes/processes/software-delivery/steps/qa-recheck.md","Prose-only risk removed or explicit exception","Hard gates are represented in definition JSON where strict validation requires them; remaining prose is explanatory."
"step-markdown","Templates/Processes/processes/software-delivery/steps/qa-validation.md","Prose-only risk removed or explicit exception","Hard gates are represented in definition JSON where strict validation requires them; remaining prose is explanatory."
"step-markdown","Templates/Processes/processes/software-delivery/steps/quality-repair.md","Prose-only risk removed or explicit exception","Hard gates are represented in definition JSON where strict validation requires them; remaining prose is explanatory."
"step-markdown","Templates/Processes/processes/software-delivery/steps/record-runtime-commands-after-repair.md","Prose-only risk removed or explicit exception","Hard gates are represented in definition JSON where strict validation requires them; remaining prose is explanatory."
"step-markdown","Templates/Processes/processes/software-delivery/steps/record-runtime-commands.md","Prose-only risk removed or explicit exception","Hard gates are represented in definition JSON where strict validation requires them; remaining prose is explanatory."
"step-markdown","Templates/Processes/processes/software-delivery/steps/release-approval-after-repair.md","Prose-only risk removed or explicit exception","Hard gates are represented in definition JSON where strict validation requires them; remaining prose is explanatory."
"step-markdown","Templates/Processes/processes/software-delivery/steps/release-approval.md","Prose-only risk removed or explicit exception","Hard gates are represented in definition JSON where strict validation requires them; remaining prose is explanatory."
"step-markdown","Templates/Processes/processes/software-delivery/steps/repair-escalation.md","Prose-only risk removed or explicit exception","Hard gates are represented in definition JSON where strict validation requires them; remaining prose is explanatory."
"step-markdown","Templates/Processes/processes/software-delivery/steps/security-review-after-repair.md","Prose-only risk removed or explicit exception","Hard gates are represented in definition JSON where strict validation requires them; remaining prose is explanatory."
"step-markdown","Templates/Processes/processes/software-delivery/steps/security-review.md","Prose-only risk removed or explicit exception","Hard gates are represented in definition JSON where strict validation requires them; remaining prose is explanatory."
"validation","Templates/Processes/processes/ai-assisted-change-delivery/validations/validate-delegation-boundary.json","Explicit exception","Does not own runtime hard gates; process definition execution contracts own enforceable receipts, branches, and artifact slots."
"validation","Templates/Processes/processes/architecture-decision-governance/validations/validate-domain-owner-coverage.json","Explicit exception","Does not own runtime hard gates; process definition execution contracts own enforceable receipts, branches, and artifact slots."
"validation","Templates/Processes/processes/branching-code-review/validations/validate-review-router-safe.json","Explicit exception","Does not own runtime hard gates; process definition execution contracts own enforceable receipts, branches, and artifact slots."
"validation","Templates/Processes/processes/business-plan-development/validations/validate-assumptions-grounded.json","Explicit exception","Does not own runtime hard gates; process definition execution contracts own enforceable receipts, branches, and artifact slots."
"validation","Templates/Processes/processes/business-plan-development/validations/validate-financial-model.json","Explicit exception","Does not own runtime hard gates; process definition execution contracts own enforceable receipts, branches, and artifact slots."
"validation","Templates/Processes/processes/business-plan-development/validations/validate-go-to-market.json","Explicit exception","Does not own runtime hard gates; process definition execution contracts own enforceable receipts, branches, and artifact slots."
"validation","Templates/Processes/processes/business-plan-development/validations/validate-product-evidence.json","Explicit exception","Does not own runtime hard gates; process definition execution contracts own enforceable receipts, branches, and artifact slots."
"validation","Templates/Processes/processes/customer-onboarding/validations/validate-onboarding-go-live-readiness.json","Explicit exception","Does not own runtime hard gates; process definition execution contracts own enforceable receipts, branches, and artifact slots."
"validation","Templates/Processes/processes/customer-onboarding/validations/validate-staffing-feasible.json","Explicit exception","Does not own runtime hard gates; process definition execution contracts own enforceable receipts, branches, and artifact slots."
"validation","Templates/Processes/processes/hotfix-rollout/validations/validate-emergency-change-boundary.json","Explicit exception","Does not own runtime hard gates; process definition execution contracts own enforceable receipts, branches, and artifact slots."
"validation","Templates/Processes/processes/incident-response/validations/validate-forensic-preservation.json","Explicit exception","Does not own runtime hard gates; process definition execution contracts own enforceable receipts, branches, and artifact slots."
"validation","Templates/Processes/processes/incident-response/validations/validate-mitigation-approved.json","Explicit exception","Does not own runtime hard gates; process definition execution contracts own enforceable receipts, branches, and artifact slots."
"validation","Templates/Processes/processes/oss-intake-supply-chain-governance/validations/validate-license-obligation-coverage.json","Explicit exception","Does not own runtime hard gates; process definition execution contracts own enforceable receipts, branches, and artifact slots."
"validation","Templates/Processes/processes/release-readiness-and-deployment/validations/validate-watch-coverage.json","Explicit exception","Does not own runtime hard gates; process definition execution contracts own enforceable receipts, branches, and artifact slots."
"validation","Templates/Processes/processes/software-delivery/validations/validate-migration-rehearsal.json","Explicit exception","Does not own runtime hard gates; process definition execution contracts own enforceable receipts, branches, and artifact slots."
"prompt","Templates/Processes/processes/ai-assisted-change-delivery/prompts/prompt-ai-risk-brief.json","Explicit exception","Does not own runtime hard gates; process definition execution contracts own enforceable receipts, branches, and artifact slots."
"prompt","Templates/Processes/processes/architecture-decision-governance/prompts/prompt-adr-question-framing.json","Explicit exception","Does not own runtime hard gates; process definition execution contracts own enforceable receipts, branches, and artifact slots."
"prompt","Templates/Processes/processes/branching-code-review/prompts/prompt-review-normalization.json","Explicit exception","Does not own runtime hard gates; process definition execution contracts own enforceable receipts, branches, and artifact slots."
"prompt","Templates/Processes/processes/business-plan-development/prompts/prompt-business-plan.json","Explicit exception","Does not own runtime hard gates; process definition execution contracts own enforceable receipts, branches, and artifact slots."
"prompt","Templates/Processes/processes/business-plan-development/prompts/prompt-financial-model.json","Explicit exception","Does not own runtime hard gates; process definition execution contracts own enforceable receipts, branches, and artifact slots."
"prompt","Templates/Processes/processes/business-plan-development/prompts/prompt-marketing-plan.json","Explicit exception","Does not own runtime hard gates; process definition execution contracts own enforceable receipts, branches, and artifact slots."
"prompt","Templates/Processes/processes/customer-onboarding/prompts/prompt-fit-gap-summary.json","Explicit exception","Does not own runtime hard gates; process definition execution contracts own enforceable receipts, branches, and artifact slots."
"prompt","Templates/Processes/processes/customer-onboarding/prompts/prompt-staffing-summary.json","Explicit exception","Does not own runtime hard gates; process definition execution contracts own enforceable receipts, branches, and artifact slots."
"prompt","Templates/Processes/processes/hotfix-rollout/prompts/prompt-hotfix-commander-brief.json","Explicit exception","Does not own runtime hard gates; process definition execution contracts own enforceable receipts, branches, and artifact slots."
"prompt","Templates/Processes/processes/incident-response/prompts/prompt-executive-incident-update.json","Explicit exception","Does not own runtime hard gates; process definition execution contracts own enforceable receipts, branches, and artifact slots."
"prompt","Templates/Processes/processes/incident-response/prompts/prompt-mitigation-options.json","Explicit exception","Does not own runtime hard gates; process definition execution contracts own enforceable receipts, branches, and artifact slots."
"prompt","Templates/Processes/processes/oss-intake-supply-chain-governance/prompts/prompt-component-approval-note.json","Explicit exception","Does not own runtime hard gates; process definition execution contracts own enforceable receipts, branches, and artifact slots."
"prompt","Templates/Processes/processes/release-readiness-and-deployment/prompts/prompt-cutover-command-brief.json","Explicit exception","Does not own runtime hard gates; process definition execution contracts own enforceable receipts, branches, and artifact slots."
"prompt","Templates/Processes/processes/software-delivery/prompts/prompt-release-scope-recap.json","Explicit exception","Does not own runtime hard gates; process definition execution contracts own enforceable receipts, branches, and artifact slots."
"checklist","Templates/Processes/processes/ai-assisted-change-delivery/checklists/agent-delegation-checklist.json","Explicit exception","Does not own runtime hard gates; process definition execution contracts own enforceable receipts, branches, and artifact slots."
"checklist","Templates/Processes/processes/architecture-decision-governance/checklists/decision-readiness-checklist.json","Explicit exception","Does not own runtime hard gates; process definition execution contracts own enforceable receipts, branches, and artifact slots."
"checklist","Templates/Processes/processes/branching-code-review/checklists/review-router-safety-checklist.json","Explicit exception","Does not own runtime hard gates; process definition execution contracts own enforceable receipts, branches, and artifact slots."
"checklist","Templates/Processes/processes/business-plan-development/checklists/business-plan-completeness-checklist.json","Explicit exception","Does not own runtime hard gates; process definition execution contracts own enforceable receipts, branches, and artifact slots."
"checklist","Templates/Processes/processes/business-plan-development/checklists/financial-assumption-checklist.json","Explicit exception","Does not own runtime hard gates; process definition execution contracts own enforceable receipts, branches, and artifact slots."
"checklist","Templates/Processes/processes/business-plan-development/checklists/integrated-readiness-checklist.json","Explicit exception","Does not own runtime hard gates; process definition execution contracts own enforceable receipts, branches, and artifact slots."
"checklist","Templates/Processes/processes/business-plan-development/checklists/marketing-validation-checklist.json","Explicit exception","Does not own runtime hard gates; process definition execution contracts own enforceable receipts, branches, and artifact slots."
"checklist","Templates/Processes/processes/business-plan-development/checklists/product-evidence-checklist.json","Explicit exception","Does not own runtime hard gates; process definition execution contracts own enforceable receipts, branches, and artifact slots."
"checklist","Templates/Processes/processes/customer-onboarding/checklists/go-live-readiness-checklist.json","Explicit exception","Does not own runtime hard gates; process definition execution contracts own enforceable receipts, branches, and artifact slots."
"checklist","Templates/Processes/processes/customer-onboarding/checklists/staffing-feasibility-checklist.json","Explicit exception","Does not own runtime hard gates; process definition execution contracts own enforceable receipts, branches, and artifact slots."
"checklist","Templates/Processes/processes/hotfix-rollout/checklists/emergency-window-checklist.json","Explicit exception","Does not own runtime hard gates; process definition execution contracts own enforceable receipts, branches, and artifact slots."
"checklist","Templates/Processes/processes/incident-response/checklists/diagnosis-discipline-checklist.json","Explicit exception","Does not own runtime hard gates; process definition execution contracts own enforceable receipts, branches, and artifact slots."
"checklist","Templates/Processes/processes/incident-response/checklists/war-room-discipline-checklist.json","Explicit exception","Does not own runtime hard gates; process definition execution contracts own enforceable receipts, branches, and artifact slots."
"checklist","Templates/Processes/processes/oss-intake-supply-chain-governance/checklists/component-identity-checklist.json","Explicit exception","Does not own runtime hard gates; process definition execution contracts own enforceable receipts, branches, and artifact slots."
"checklist","Templates/Processes/processes/release-readiness-and-deployment/checklists/cutover-rehearsal-checklist.json","Explicit exception","Does not own runtime hard gates; process definition execution contracts own enforceable receipts, branches, and artifact slots."
"checklist","Templates/Processes/processes/software-delivery/checklists/delivery-scope-freeze-checklist.json","Explicit exception","Does not own runtime hard gates; process definition execution contracts own enforceable receipts, branches, and artifact slots."
"artifact-json","Templates/Processes/processes/business-plan-development/artifacts/business-plan.json","Migrated","SemanticAcceptanceContract requires reviewed semantic evidence and rejects file-existence-only acceptance."
"artifact-json","Templates/Processes/processes/business-plan-development/artifacts/financial-model.json","Migrated","SemanticAcceptanceContract requires reviewed semantic evidence and rejects file-existence-only acceptance."
"artifact-json","Templates/Processes/processes/business-plan-development/artifacts/go-to-market-plan.json","Migrated","SemanticAcceptanceContract requires reviewed semantic evidence and rejects file-existence-only acceptance."
"artifact-json","Templates/Processes/processes/business-plan-development/artifacts/integrated-business-plan.json","Migrated","SemanticAcceptanceContract requires reviewed semantic evidence and rejects file-existence-only acceptance."
"artifact-json","Templates/Processes/processes/business-plan-development/artifacts/product-assessment.json","Migrated","SemanticAcceptanceContract requires reviewed semantic evidence and rejects file-existence-only acceptance."
"artifact-json","Templates/Processes/processes/business-plan-development/artifacts/strategy-brief.json","Migrated","SemanticAcceptanceContract requires reviewed semantic evidence and rejects file-existence-only acceptance."
"artifact-markdown","Templates/Processes/processes/business-plan-development/artifacts/business-plan.md","Explicit exception","Companion artifact JSON now owns semantic acceptance metadata; markdown remains human-readable structure."
"artifact-markdown","Templates/Processes/processes/business-plan-development/artifacts/financial-model.md","Explicit exception","Companion artifact JSON now owns semantic acceptance metadata; markdown remains human-readable structure."
"artifact-markdown","Templates/Processes/processes/business-plan-development/artifacts/go-to-market-plan.md","Explicit exception","Companion artifact JSON now owns semantic acceptance metadata; markdown remains human-readable structure."
"artifact-markdown","Templates/Processes/processes/business-plan-development/artifacts/integrated-business-plan.md","Explicit exception","Companion artifact JSON now owns semantic acceptance metadata; markdown remains human-readable structure."
"artifact-markdown","Templates/Processes/processes/business-plan-development/artifacts/product-assessment.md","Explicit exception","Companion artifact JSON now owns semantic acceptance metadata; markdown remains human-readable structure."
"artifact-markdown","Templates/Processes/processes/business-plan-development/artifacts/strategy-brief.md","Explicit exception","Companion artifact JSON now owns semantic acceptance metadata; markdown remains human-readable structure."
