id,key,name,group,blockKind,summary,tags,promptTypes,blueprints,phases,stackTags,toolboxEligible,recommended,templateTokens,templatePart
86034ca5-549f-54e8-a9cb-7984d895cd1e,persistent-progress-files,Workflow: Persistent Progress Files,workflow-orchestration,Delivery,Creates durable progress artifacts so future sessions can continue without losing context.,"continuity, handoff, progress","implementation, refactor, bugfix, migration, embedded","feature-implementation, safe-refactor, bugfix-with-regression-lock, embedded-firmware-iteration, validation-audit","planning, implementation, verification, delivery",,no,no,,"## Persistent Progress
Keep persistent progress artifacts in-repo so later sessions can resume cleanly.

Maintain:
- a status file,
- a short decisions log,
- a known-gaps or postponed-items log,
- a next-prompt or next-step pointer."
010a91e9-43d8-514a-9e61-37ca1ab85b55,required-phase-output-format,Workflow: Required Phase Output Format,workflow-orchestration,Delivery,Standardizes what each phase summary must contain.,"handoff, output-format, phase-summary","architecture, audit, plan, implementation, refactor, bugfix, review, testing, validation, performance, security, migration, embedded, ui","architecture-spec, implementation-plan, feature-implementation, safe-refactor, validation-audit, embedded-firmware-iteration, ui-ux-delivery","architecture, planning, implementation, verification, delivery",,no,yes,,"## Phase Output Format
At the end of the phase, provide:
1. what you inspected,
2. what you changed or produced,
3. what validation you ran,
4. remaining risks or blockers,
5. the recommended next step.

Keep the format consistent so later agents and reviewers can diff progress quickly."
f1519441-ed97-54f9-863a-aff95c4a3e1a,sequential-phases,Workflow: Sequential Phases,workflow-orchestration,Instruction,"Defines an explicit phase order so the agent does not merge discovery, planning, implementation, and validation into one blur.","phases, sequencing, workflow","architecture, audit, plan, implementation, refactor, bugfix, review, testing, validation, performance, security, migration, embedded, ui","architecture-spec, repository-audit, implementation-plan, feature-implementation, safe-refactor, validation-audit, embedded-firmware-iteration","discovery, architecture, planning, implementation, verification, delivery",,no,yes,,"## Phase Order
Execute this work in order:
1. discovery and audit
2. architecture or plan
3. implementation
4. verification and review
5. delivery or handoff

Do not collapse all phases into a single response if phase-specific proof is required."
6f42cb93-dd7f-5bb5-8077-a3534ba56bed,stop-after-phase,Workflow: Stop After Phase,workflow-orchestration,Constraint,Turns each phase into a gate and prevents the agent from rolling into the next one automatically.,"gate, stop-rule, workflow","architecture, plan, implementation, refactor, embedded, ui, validation","architecture-spec, implementation-plan, feature-implementation, safe-refactor, validation-audit, embedded-firmware-iteration, ui-ux-delivery","architecture, planning, implementation, verification, delivery",,no,yes,,"## Phase Gate
After completing the current phase:
- run the required validation for that phase,
- summarize what changed,
- stop and wait for the next prompt or next instruction if this workflow is phase-gated.

Do not continue automatically into the next phase when the workflow is meant to be reviewed between steps."
99abed82-12cc-52d1-a7ac-143d801c6aa3,api-contract-design,Architecture: API Contract Design,architecture-analysis,Instruction,"Defines endpoints, messages, DTOs, protocol changes, or interop contracts before coding.","api, contract, interop, protocol","architecture, plan, implementation, migration, embedded","architecture-spec, implementation-plan, feature-implementation, embedded-firmware-iteration","architecture, planning",,no,no,api_or_protocol_surface,"## API or Protocol Contract
Define the contract for {{api_or_protocol_surface}}.

Include:
- operations or messages,
- payload shape,
- validation rules,
- versioning or compatibility notes,
- error handling and observability expectations."
c8ff61a2-d52e-5725-81e7-a5c6362971ad,architecture-blueprint,Architecture: Blueprint,architecture-analysis,Instruction,"Requests an implementation-ready architecture with modules, flows, risks, and proof paths.","architecture, blueprint, design","architecture, plan, migration, review","architecture-spec, implementation-plan, validation-audit",architecture,,no,yes,target_feature_or_system,"## Architecture Blueprint
Produce an implementation-ready architecture for {{target_feature_or_system}}.

Cover:
- module or service boundaries,
- data flow and control flow,
- storage or state ownership,
- external interfaces or contracts,
- validation strategy and major risks.

The blueprint must be specific enough that another agent could implement it without redesigning it."
84fb18f6-cf4f-5d1e-a408-800607952f6b,data-model-and-migration-design,Architecture: Data Model and Migration Design,architecture-analysis,Instruction,"Covers schema, persistence, migrations, and compatibility risks before data changes are made.","data-model, migration, persistence, schema","architecture, plan, implementation, migration, performance","architecture-spec, implementation-plan, feature-implementation, performance-hardening","architecture, planning",,no,no,data_change_or_feature,"## Data Model and Migration Design
Design the persistence changes for {{data_change_or_feature}}.

Cover:
- tables, documents, or persisted records affected,
- indexes and query paths,
- migration or seed strategy,
- backward compatibility and rollback concerns,
- test coverage needed across supported databases."
e92bafdb-77d1-5441-9ba3-446f605a9dfa,domain-model-and-entities,Architecture: Domain Model and Entities,architecture-analysis,Instruction,"Requires explicit domain concepts, entities, aggregates, or records before implementation starts.","data, domain-model, entities","architecture, plan, implementation, migration","architecture-spec, implementation-plan, feature-implementation, embedded-firmware-iteration","architecture, planning",,no,no,target_feature_or_problem,"## Domain Model
Define the domain model needed for {{target_feature_or_problem}}.

Make explicit:
- key entities or records,
- important identifiers and relationships,
- lifecycle states,
- invariants that must remain true.

Keep the model aligned with the existing system language instead of inventing a second vocabulary."
49c35a4c-3f03-5a13-85ee-d2eeaedac4b2,gap-analysis,Architecture: Gap Analysis,architecture-analysis,Instruction,Compares the desired target with the current implementation and names the real gaps.,"audit, gap-analysis, planning","architecture, audit, plan, review, migration","architecture-spec, repository-audit, implementation-plan, validation-audit","discovery, architecture, planning",,no,yes,target_feature_or_system,"## Gap Analysis
Compare the current implementation with the target outcome for {{target_feature_or_system}}.

Identify:
- what is already done,
- what is partial or inconsistent,
- what is missing entirely,
- what creates the largest delivery or quality risk.

Focus on actionable gaps rather than vague observations."
e496be3c-fd6b-524f-bcc8-ee3ada56a2ab,parity-matrix,Architecture: Parity Matrix,architecture-analysis,Instruction,Creates an explicit mapping between current assets and target assets for migrations or rebuilds.,"mapping, migration, parity","architecture, audit, plan, migration","architecture-spec, repository-audit, implementation-plan","discovery, architecture, planning",,no,no,"source_system, target_system","## Parity Matrix
Build a parity matrix for {{source_system}} to {{target_system}}.

For each in-scope page, route, module, or workflow, map:
- the current implementation owner,
- the target implementation owner,
- reusable assets or contracts,
- missing work,
- required tests."
dcbbe6ad-6260-5d8e-82bd-04e1f8aad5d3,risk-register,Architecture: Risk Register,architecture-analysis,Validation,"Makes the agent name the major risks, failure modes, and mitigations before implementation.","mitigation, planning, risk","architecture, plan, review, validation, security, performance, embedded","architecture-spec, implementation-plan, validation-audit, security-hardening, performance-hardening, embedded-firmware-iteration","architecture, planning, verification",,no,yes,target_feature_or_change,"## Risk Register
List the main risks for {{target_feature_or_change}}.

For each risk, capture:
- the failure mode,
- why it matters,
- the mitigation,
- the validation that will prove the mitigation worked."
a0e8240a-4d5c-512b-8845-42eea022ce38,ux-surface-map,Architecture: UX Surface Map,architecture-analysis,Instruction,"Maps the screens, states, interactions, and component responsibilities for UI work.","component-map, screens, ux","architecture, ui, plan, review","ui-ux-delivery, architecture-spec, implementation-plan, validation-audit","architecture, planning",,no,no,target_ui_flow,"## UX Surface Map
Map the user-facing surfaces for {{target_ui_flow}}.

Show:
- main pages, tabs, or panels,
- primary actions,
- state transitions,
- error, loading, and empty states,
- where reusable components should own shared behavior."
9ddbd865-7ba2-5fb7-b67b-5cb36e4fb813,acceptance-checklist,Planning: Acceptance Checklist,planning-checklists,Validation,Turns success criteria into checklist form that can be updated during execution.,"acceptance, checklist, verification","plan, implementation, testing, validation","implementation-plan, feature-implementation, test-strategy-and-automation, validation-audit","planning, implementation, verification, delivery",,no,no,,"## Acceptance Checklist
Convert the success criteria into a checklist that can be updated during delivery.

Each checklist item should be:
- binary enough to confirm,
- tied to a validation step,
- specific enough that a reviewer can challenge it."
c2349bef-f2ae-5b8b-ab28-d666839b0087,definition-of-done,Planning: Definition of Done,planning-checklists,Validation,Creates an explicit quality bar for the work.,"acceptance, definition-of-done, quality-bar","plan, architecture, validation, implementation","implementation-plan, architecture-spec, validation-audit, test-strategy-and-automation","planning, verification, delivery",,no,yes,target_feature_or_change,"## Definition of Done
Define what ""done"" means for {{target_feature_or_change}}.

Cover:
- functional correctness,
- testing and evidence,
- documentation or artifact updates,
- performance, accessibility, or security expectations where relevant,
- any environment-specific proof that must exist."
ec579ec3-c769-53dc-94ed-10e480cf9f0e,dependency-ordering,Planning: Dependency Ordering,planning-checklists,Instruction,Forces the plan to respect technical dependencies instead of random task ordering.,"dependencies, ordering, planning","plan, architecture, implementation, migration","implementation-plan, architecture-spec, feature-implementation, safe-refactor",planning,,no,yes,,"## Dependency Ordering
Order the work by dependency depth.

Start with:
- shared contracts and foundational abstractions,
- storage or protocol changes,
- thin wiring layers,
- user-facing surfaces and tests after the foundation exists.

If the order must differ, explain why."
5a190018-e765-5ea4-9fd0-cee2166474a4,files-and-modules-likely-involved,Planning: Files and Modules Likely Involved,planning-checklists,Instruction,Requires file-level or module-level targeting in the plan.,"files, modules, planning","plan, implementation, refactor, bugfix, migration","implementation-plan, feature-implementation, safe-refactor, bugfix-with-regression-lock, embedded-firmware-iteration",planning,,no,no,,"## Files and Modules Likely Involved
For each planned step, name the files, directories, modules, or services most likely to be touched.

Avoid vague plans such as ""update the backend"" or ""fix the UI"".
The goal is to reduce rediscovery work for the implementer."
9699712d-4965-51db-971f-e0700a6c8527,milestone-breakdown,Planning: Milestone Breakdown,planning-checklists,Instruction,Groups steps into meaningful milestones so work can be reviewed between major slices.,"milestones, phases, planning","plan, architecture, implementation, migration","implementation-plan, architecture-spec, feature-implementation, embedded-firmware-iteration",planning,,no,no,,"## Milestones
Break the work into milestones that are meaningful review points.

Each milestone should:
- have a clear goal,
- remain small enough to validate,
- leave the repository in a stable state,
- make the next milestone easier instead of more ambiguous."
c2f937fc-c72d-5364-ae73-78fede0ff23a,rollback-and-recovery-plan,Planning: Rollback and Recovery Plan,planning-checklists,Validation,Requires the plan to include how to back out or recover from a bad change.,"recovery, risk, rollback","plan, implementation, migration, performance, security","implementation-plan, feature-implementation, security-hardening, performance-hardening, embedded-firmware-iteration","planning, verification, delivery",,no,no,target_feature_or_change,"## Rollback and Recovery
Define the rollback or recovery path if {{target_feature_or_change}} fails in validation or rollout.

Include:
- what can be reverted safely,
- what data or schema risk exists,
- what fallback behavior should remain available,
- what evidence would trigger rollback."
2af89b95-ad7f-589c-bd37-d6db39794f5c,implementation-plan-step-by-step,Planning: Step-by-Step Implementation Plan,planning-checklists,Instruction,Turns the target work into a concrete sequence of steps with dependencies and proof.,"checklist, implementation-plan, sequence","plan, architecture, implementation, migration","implementation-plan, architecture-spec, feature-implementation, safe-refactor, embedded-firmware-iteration",planning,,no,yes,target_feature_or_fix,"## Implementation Plan
Create a step-by-step implementation plan for {{target_feature_or_fix}}.

For each step, include:
- the objective,
- files or modules likely involved,
- the validation that will prove the step is complete,
- any dependency on an earlier step."
151caa17-309a-5ab8-96d2-7d2721c6d07f,test-plan-matrix,Planning: Test Plan Matrix,planning-checklists,Testing,Maps each planned change to the tests or validation evidence it needs.,"matrix, quality, test-plan","plan, testing, validation, implementation","implementation-plan, test-strategy-and-automation, feature-implementation, validation-audit","planning, verification",,no,yes,,"## Test Plan Matrix
Build a test matrix for the planned work.

For each major step, define:
- unit tests,
- integration or contract tests,
- UI or end-to-end tests,
- manual checks if automation is not enough.

Tie each test back to a specific failure mode."
f9a46819-bc09-5053-935f-6b10bbf17f87,additive-refactor-first,Implementation: Additive Refactor First,implementation-execution,Instruction,Encourages extraction and additive seams before replacing core behavior.,"additive, refactor, risk-reduction","implementation, refactor, bugfix, migration","feature-implementation, safe-refactor, bugfix-with-regression-lock, performance-hardening","implementation, verification",,no,yes,,"## Additive Refactor First
When the work needs structural change, prefer this order:
1. introduce the new helper, contract, or seam,
2. wire it into the existing code with minimal behavior change,
3. switch behavior only after tests cover the new path.

Avoid large one-step rewrites unless the target area is already isolated and well tested."
bba1e012-1c9f-5b63-b8ba-998d6f2da9de,document-changed-files,Implementation: Document Changed Files,implementation-execution,Delivery,Keeps a clear record of changed files grouped by responsibility.,"files-changed, handoff, review","implementation, refactor, bugfix, migration, embedded, ui","feature-implementation, safe-refactor, bugfix-with-regression-lock, embedded-firmware-iteration, ui-ux-delivery","implementation, verification, delivery",,no,no,,"## Changed Files Record
Keep track of changed files grouped by responsibility area.

The goal is not a changelog for its own sake. It is to make reviews, handoffs, and later debugging easier."
7dc2bc48-d79e-5c1b-9156-be7b45952f20,feature-flag-rollout,Implementation: Feature Flag Rollout,implementation-execution,Instruction,Uses flags or staged switches when a risky behavior change should not land all at once.,"feature-flag, risk, rollout","implementation, migration, performance, security, embedded","feature-implementation, performance-hardening, security-hardening, embedded-firmware-iteration","implementation, verification, delivery",,no,no,target_change,"## Feature Flag or Staged Rollout
If {{target_change}} is risky, introduce it behind a feature flag, configuration switch, or staged default.

Prefer:
- additive wiring first,
- test coverage on the new path,
- flipping defaults only after validation."
872c3dec-82af-5d29-8eda-18795b57b7e6,keep-public-surface-minimal,Implementation: Keep Public Surface Minimal,implementation-execution,Constraint,Prevents unnecessary API surface growth or overexposed internals.,"api-surface, contracts, maintainability","implementation, refactor, architecture, security, embedded","feature-implementation, safe-refactor, architecture-spec, security-hardening, embedded-firmware-iteration","architecture, implementation, verification",,no,no,,"## Public Surface Control
Keep the public surface area minimal.

Only expose new types, members, endpoints, or settings when they are genuinely required by the use case.
Prefer internal seams over expanding the public API without a clear consumer."
9f384c44-bc82-57ec-b435-b8d48a533710,manual-verification-steps,Implementation: Manual Verification Steps,implementation-execution,Validation,Requires the agent to leave reproducible manual verification instructions for the touched behavior.,"handoff, manual-verification, qa","implementation, bugfix, ui, embedded, validation","feature-implementation, bugfix-with-regression-lock, ui-ux-delivery, embedded-firmware-iteration, validation-audit","verification, delivery",,no,no,,"## Manual Verification
Provide manual verification steps for the changed behavior.

The steps should state:
- what to open or run,
- what input or action to perform,
- what the expected result should be,
- what logs, UI state, or artifacts should appear."
e7b9c4f8-e670-5ff0-9d7a-83776560ef37,preserve-existing-contracts-and-data,Implementation: Preserve Existing Contracts and Data,implementation-execution,Constraint,"Protects data shape, protocol shape, and existing consumers while implementing new behavior.","compatibility, contracts, data","implementation, refactor, bugfix, migration, embedded","feature-implementation, safe-refactor, bugfix-with-regression-lock, embedded-firmware-iteration","implementation, verification",,no,no,target_change,"## Contract and Data Preservation
While implementing {{target_change}}, preserve existing data and protocol expectations unless a planned migration says otherwise.

Check:
- serialized payloads,
- storage format or schema assumptions,
- API consumers,
- user workflows that depend on the existing behavior."
81805d81-39fa-582b-af27-09073d7eb484,run-build-after-each-slice,Implementation: Run Build After Each Slice,implementation-execution,Testing,Forces fast compile checks during implementation rather than only at the end.,"build, checkpoints, implementation","implementation, refactor, bugfix, migration, embedded","feature-implementation, safe-refactor, bugfix-with-regression-lock, embedded-firmware-iteration","implementation, verification",,no,yes,,"## Build Checkpoints
After each meaningful implementation slice:
- run the fastest relevant build or compile command,
- fix breakages before moving on,
- keep the next slice starting from a working baseline."
4f35eb31-c88d-5beb-9599-d04d08a3cfbc,implement-in-small-slices,Implementation: Small Safe Slices,implementation-execution,Instruction,Requires the implementation to proceed in small slices with proof after each one.,"implementation, slices, verification","implementation, refactor, bugfix, migration, embedded, ui","feature-implementation, safe-refactor, bugfix-with-regression-lock, embedded-firmware-iteration, ui-ux-delivery","implementation, verification",,no,yes,,"## Implementation Style
Implement the work in small, safe slices.

Each slice should:
- change one coherent behavior or structural step,
- keep the codebase buildable,
- be followed immediately by the closest relevant validation."
87edddae-452a-5259-a6ba-0dad5f41fbc2,accessibility-validation-pass,Validation: Accessibility Validation Pass,validation-review,Validation,Adds accessibility checks for changed UI surfaces.,"a11y, accessibility, ui","ui, implementation, review, validation","ui-ux-delivery, validation-audit, feature-implementation, senior-code-review","verification, delivery",,no,no,target_ui_flow,"## Accessibility Validation
Validate accessibility for {{target_ui_flow}}.

Check:
- keyboard reachability,
- focus order and visible focus,
- labels and semantics,
- fallback behavior when canvas or complex UI is involved."
7d65fc63-2d87-526e-84ce-9452bd920c3d,architecture-validation-pass,Validation: Architecture Validation Pass,validation-review,Validation,Checks whether the implementation still respects the intended architecture.,"architecture-validation, boundaries, design","validation, review, architecture, implementation","validation-audit, senior-code-review, architecture-spec, feature-implementation","verification, delivery",,no,no,,"## Architecture Validation
Validate that the implementation still matches the intended architecture.

Check:
- module boundaries,
- ownership of state and storage,
- contract shape,
- unwanted coupling or leakage between layers."
6aa6264a-bd57-5832-870a-157894c73d41,evidence-output-required,Validation: Evidence Output Required,validation-review,Delivery,"Requires exact commands, proof artifacts, or scenario outputs in the final response.","commands, evidence, proof","architecture, audit, plan, implementation, refactor, bugfix, review, testing, validation, performance, security, migration, embedded, ui","validation-audit, feature-implementation, safe-refactor, bugfix-with-regression-lock, test-strategy-and-automation, embedded-firmware-iteration","verification, delivery",,no,yes,,"## Evidence Output
In the final response, include the evidence that supports the result:
- exact commands executed,
- test or build outcome summary,
- screenshots, traces, or logs if relevant,
- what could not be verified in this environment."
b7b0fbcc-096a-5d48-b069-b717c9e27005,final-audit,Validation: Final Audit,validation-review,Validation,Forces a final audit after the main implementation is complete.,"completion, final-audit, quality-gate","architecture, audit, plan, implementation, refactor, bugfix, review, testing, validation, performance, security, migration, embedded, ui","validation-audit, feature-implementation, safe-refactor, bugfix-with-regression-lock, ui-ux-delivery, embedded-firmware-iteration","verification, delivery",,no,yes,,"## Final Audit
Perform a final audit before declaring completion.

Confirm:
- the success criteria are truly met,
- the highest-risk regressions have proof,
- the deliverables are present,
- the remaining gaps are named honestly."
b942715a-a9ec-55e8-b97e-1143dcda1314,mandatory-integration-tests,Validation: Mandatory Integration Tests,validation-review,Testing,Requires integration or contract tests where boundaries matter.,"boundaries, contracts, integration-tests","implementation, migration, testing, validation, security, performance","feature-implementation, test-strategy-and-automation, validation-audit, security-hardening, performance-hardening","implementation, verification",,no,no,,"## Integration or Contract Tests
Add integration or contract tests wherever behavior crosses process, storage, or module boundaries.

Use them to cover:
- database behavior,
- API contracts,
- filesystem or network integration,
- service composition that unit tests cannot prove."
1f589242-5113-5989-a64d-516d99a2b180,mandatory-playwright-tests,Validation: Mandatory Playwright Tests,validation-review,Testing,Requires Playwright or browser-level tests for user-visible flows.,"e2e, playwright, ui-tests","implementation, bugfix, ui, testing, validation","feature-implementation, bugfix-with-regression-lock, test-strategy-and-automation, ui-ux-delivery, validation-audit","implementation, verification",,no,no,,"## UI End-to-End Tests
Add or update Playwright coverage for any user-visible flow changed by this work.

Focus on:
- critical happy paths,
- the regression being fixed,
- the main state transition that proves the UI is wired correctly."
cf0d99d6-96d0-54ca-b216-287c26ca6477,mandatory-unit-tests,Validation: Mandatory Unit Tests,validation-review,Testing,Forces unit tests for pure logic or tightly scoped behavior.,"logic, testing, unit-tests","implementation, refactor, bugfix, testing, validation, embedded","feature-implementation, safe-refactor, bugfix-with-regression-lock, test-strategy-and-automation, validation-audit, embedded-firmware-iteration","implementation, verification",,no,yes,,"## Unit Tests
Add or update unit tests for the logic touched by this work.

The unit tests should:
- target the smallest stable unit that covers the behavior,
- lock in the failure mode being fixed or introduced,
- remain deterministic and fast."
c96c62ed-d8c5-5c05-b9c1-256eefe30514,observability-validation-pass,Validation: Observability Validation Pass,validation-review,Validation,"Makes logs, metrics, traces, or debug surfaces part of the quality bar when relevant.","diagnostics, logging, observability","implementation, validation, performance, security, embedded","feature-implementation, validation-audit, performance-hardening, security-hardening, embedded-firmware-iteration","verification, delivery",,no,no,target_change,"## Observability Validation
Confirm that {{target_change}} is observable enough to debug and support.

Cover:
- logs or traces for failure paths,
- debug surfaces or diagnostics if needed,
- redaction of sensitive values,
- proof that the new behavior can be inspected when it fails."
8cbb6457-11ce-5ab9-a77b-d35ea01d5c4e,performance-validation-pass,Validation: Performance Validation Pass,validation-review,Validation,Makes performance expectations explicit instead of optional.,"hot-path, latency, performance","performance, implementation, review, embedded, ui","performance-hardening, feature-implementation, validation-audit, embedded-firmware-iteration, ui-ux-delivery","verification, delivery",,no,no,target_change,"## Performance Validation
Validate the performance impact of {{target_change}}.

Measure or reason explicitly about:
- critical hot paths,
- allocations or payload size,
- latency or scheduling impact,
- changes that could degrade the main runtime environment or user-facing responsiveness."
48655845-7a4a-590d-89a0-5930fe1d0200,regression-proof-required,Validation: Regression Proof Required,validation-review,Validation,Requires explicit proof that the old bug or risk is now locked down.,"evidence, proof, regression","bugfix, refactor, review, validation, testing","bugfix-with-regression-lock, safe-refactor, validation-audit, test-strategy-and-automation, senior-code-review","verification, delivery",,no,yes,target_bug_or_risk,"## Regression Proof
Provide regression proof for {{target_bug_or_risk}}.

That proof can be:
- an automated test,
- a fixture comparison,
- a screenshot, trace, or log,
- a targeted manual reproduction with a documented result.

Do not rely on ""it should work now"" reasoning."
a456a3c4-01c3-57a9-9517-eca806cdf911,reviewer-findings-first,Validation: Reviewer Findings First,validation-review,Validation,Sets the output style for review prompts so findings come before summary.,"findings-first, review, risk","review, validation, security, performance","senior-code-review, validation-audit, security-hardening, performance-hardening","verification, delivery",,no,yes,,"## Review Output Style
If this session is a review, present findings first.

Order them by severity and include:
- the risky behavior or flaw,
- where it lives,
- why it matters,
- what evidence is missing or what should change.

Keep the overall summary short and secondary."
fafc2173-13c5-5d33-9aaf-69ccf319daac,security-validation-pass,Validation: Security Validation Pass,validation-review,Security,Requires a security-focused validation pass for sensitive changes.,"review, security, threats","security, implementation, review, validation","security-hardening, feature-implementation, senior-code-review, validation-audit","verification, delivery",,no,no,target_change,"## Security Validation
Perform a security-focused review of {{target_change}}.

Look for:
- secret leakage,
- unsafe storage or transport,
- injection or validation gaps,
- authz or authn regressions,
- excessive trust in client-side inputs."
357a011a-6f14-51ea-8b8e-f86eda983c31,artifact-list-and-links,Output: Artifact List and Links,output-handoff,Delivery,"Keeps docs, spreadsheets, diagrams, screenshots, or logs visible as explicit outputs.","artifacts, docs, evidence","architecture, audit, plan, implementation, refactor, bugfix, review, testing, validation, performance, security, migration, embedded, ui","architecture-spec, implementation-plan, feature-implementation, validation-audit, ui-ux-delivery, embedded-firmware-iteration",delivery,,no,no,,"## Artifacts
List the generated or updated artifacts:
- docs,
- diagrams,
- spreadsheets,
- screenshots or videos,
- logs or reports.

Use stable file paths and call out anything that should be reviewed manually."
bb6df67f-3eea-56b2-957c-e873aad225f3,output-commands-executed,Output: Commands Executed,output-handoff,Delivery,Requires the final response to name the important verification commands run.,"commands, output, verification","architecture, audit, plan, implementation, refactor, bugfix, review, testing, validation, performance, security, migration, embedded, ui","feature-implementation, safe-refactor, bugfix-with-regression-lock, test-strategy-and-automation, validation-audit, embedded-firmware-iteration",delivery,,no,yes,,"## Commands Executed
Include the important commands executed for build, tests, migrations, or tooling.

If a command failed or could not run, state that clearly and explain why."
f514bb08-15ec-5396-a403-943d41987319,output-completion-summary,Output: Completion Summary,output-handoff,Delivery,Standardizes the final completion or non-completion statement.,"completion, output, status","architecture, audit, plan, implementation, refactor, bugfix, review, testing, validation, performance, security, migration, embedded, ui","architecture-spec, implementation-plan, feature-implementation, safe-refactor, validation-audit, ui-ux-delivery, embedded-firmware-iteration",delivery,,no,yes,,"## Completion Summary
State clearly:
- what is complete,
- what is not complete,
- what the highest remaining risk is.

Avoid vague phrases such as ""mostly done"" without specifics."
82b4a3b0-f327-5744-ac7d-858301f84fc1,output-files-changed,Output: Files Changed,output-handoff,Delivery,Requires changed files to be summarized clearly in the final response.,"changes, files, output","implementation, refactor, bugfix, migration, ui, embedded","feature-implementation, safe-refactor, bugfix-with-regression-lock, ui-ux-delivery, embedded-firmware-iteration",delivery,,no,no,,"## Files Changed
Include the changed files or artifacts grouped by responsibility area.

Keep the list readable and focused on the signal, not a raw dump of every low-value file."
3bb914f8-df29-542a-b55a-de8d5e5c8f95,handoff-to-next-agent,Output: Handoff to Next Agent,output-handoff,Delivery,Creates a compact handoff format for the next agent in a chain.,"continuity, handoff, next-agent","architecture, plan, implementation, review, validation, migration, embedded","architecture-spec, implementation-plan, feature-implementation, safe-refactor, validation-audit, embedded-firmware-iteration",delivery,,no,no,,"## Handoff
When another agent will continue the work, include:
- the current state,
- artifacts or files they must read first,
- the next decision they must make,
- the constraints and risks they inherit."
d6f89572-5f44-5082-a699-25978349e141,output-implementation-plan,Output: Implementation Plan,output-handoff,Delivery,Standardizes how a plan should be presented when the session is planning-oriented.,"handoff, output, plan","architecture, plan, migration","architecture-spec, implementation-plan",delivery,,no,no,,"## Implementation Plan Output
When the session is planning-oriented, present the implementation plan as a flat, ordered sequence.

Each item should be clear enough that another agent can execute it without rediscovering the intent."
1b1b9abd-8506-5bda-873e-7570d09f84c1,output-remaining-risks-and-next-steps,Output: Remaining Risks and Next Steps,output-handoff,Delivery,Keeps residual risk and next actions visible at handoff.,"next-steps, output, risks","architecture, audit, plan, implementation, refactor, bugfix, review, testing, validation, performance, security, migration, embedded, ui","architecture-spec, implementation-plan, feature-implementation, safe-refactor, validation-audit, ui-ux-delivery, embedded-firmware-iteration",delivery,,no,yes,,"## Remaining Risks and Next Steps
Close with:
- remaining risks,
- unresolved assumptions,
- the highest-value next action.

If there is a specific next prompt or next agent, name it directly."
b86bc372-376a-5aef-8964-3ea4d5a6d225,output-scope-summary,Output: Scope Summary,output-handoff,Delivery,Standardizes a brief restatement of what the session covered.,"output, scope, summary","architecture, audit, plan, implementation, refactor, bugfix, review, testing, validation, performance, security, migration, embedded, ui","architecture-spec, implementation-plan, feature-implementation, safe-refactor, senior-code-review, validation-audit, ui-ux-delivery, embedded-firmware-iteration",delivery,,no,yes,,"## Scope Summary
Start the close-out with a short scope summary covering:
- what the session was meant to accomplish,
- what area of the repo or system it touched,
- whether the result is complete, partial, or intentionally phase-gated."
079cb980-2cbe-51be-9d4a-5457810717a9,stack-dotnet-solution,Stack: .NET Solution,stack-profiles,Instruction,"Applies .NET solution-level guidance for build, tests, layering, and project wiring.",".net, build, solution, tests","architecture, plan, implementation, refactor, bugfix, testing, validation, performance, security, migration","architecture-spec, implementation-plan, feature-implementation, safe-refactor, bugfix-with-regression-lock, validation-audit, performance-hardening, security-hardening","discovery, planning, implementation, verification",.net,no,yes,"dotnet_build_command, dotnet_test_command","## .NET Guidance
Treat the real solution or project graph as authoritative.

Requirements:
- use the correct solution or project entry point instead of guessing,
- preserve dependency injection, nullable, analyzers, and test conventions already used in the repo,
- keep domain logic out of thin UI or host layers,
- if you add a project or contract, wire references, configuration, and tests in the same session.

Primary commands:
- build: {{dotnet_build_command}}
- test: {{dotnet_test_command}}"
3278d0da-073b-51f1-bde1-3a6c73139e66,stack-arduino-firmware,Stack: Arduino Firmware,stack-profiles,Instruction,"Applies embedded firmware guidance for limited resources, state machines, and hardware reliability.","arduino, embedded, firmware, realtime","embedded, implementation, bugfix, performance, validation","embedded-firmware-iteration, feature-implementation, validation-audit, performance-hardening","discovery, planning, implementation, verification","arduino, embedded",no,yes,,"## Arduino Firmware Guidance
For Arduino-class firmware work:
- treat memory, timing, and pin ownership as hard constraints,
- prefer deterministic state machines over implicit control flow,
- minimize heap churn in hot paths,
- make calibration, thresholds, and protocol behavior observable and testable."
66474013-fdc5-52bf-9d30-a21e945e790d,stack-blazor-webapp,Stack: Blazor,stack-profiles,Instruction,"Applies Blazor-specific guidance for render modes, components, and JS interop boundaries.","blazor, components, js-interop","architecture, implementation, refactor, bugfix, ui, testing, validation","architecture-spec, feature-implementation, safe-refactor, bugfix-with-regression-lock, ui-ux-delivery, validation-audit","architecture, planning, implementation, verification","blazor, .net",no,yes,,"## Blazor Guidance
For Blazor work:
- keep business logic out of page-only code,
- respect render mode boundaries and lifecycle realities,
- keep component state, services, and JS interop responsibilities explicit,
- preserve the existing component system and routing conventions.

If a behavior depends on browser state or JS interop, document the contract on both sides of the boundary."
